UserID,OrderID,OrderDate,PropertyID,ProductID,Quantity
705,77,13-01-2015,18,44,3
168,78,13-01-2015,14,72,1
913,79,13-01-2015,16,39,3
96,80,13-01-2015,8,85,1
605,81,13-01-2015,2,75,2
330,82,14-01-2015,7,60,1
947,83,14-01-2015,20,53,1
898,84,14-01-2015,11,67,2
257,85,14-01-2015,20,65,1
1221,86,14-01-2015,6,94,1
578,87,14-01-2015,14,44,3
100,88,14-01-2015,6,58,1
386,89,14-01-2015,9,59,3
460,90,15-01-2015,13,84,1
784,91,15-01-2015,16,16,3
1221,92,15-01-2015,2,58,3
729,93,15-01-2015,4,73,1
973,94,15-01-2015,19,59,2
182,95,15-01-2015,12,84,3
972,96,16-01-2015,3,92,3
487,97,16-01-2015,12,34,2
503,98,16-01-2015,12,34,3
220,99,16-01-2015,1,64,2
998,100,16-01-2015,10,24,1
421,101,16-01-2015,12,31,3
1387,102,16-01-2015,8,73,1
356,103,17-01-2015,19,78,1
518,104,17-01-2015,11,16,3
990,105,17-01-2015,4,50,2
501,106,17-01-2015,14,85,2
954,107,17-01-2015,16,56,2
1360,108,18-01-2015,4,25,1
414,109,18-01-2015,13,90,2
309,110,18-01-2015,3,72,2
208,111,18-01-2015,3,39,2
1234,112,18-01-2015,15,10,1
12,113,18-01-2015,15,15,3
602,114,18-01-2015,3,75,1
910,115,19-01-2015,10,4,2
1216,116,19-01-2015,8,47,2
831,117,19-01-2015,15,34,3
774,118,20-01-2015,13,10,2
342,119,20-01-2015,17,79,2
940,120,20-01-2015,19,72,3
1304,121,20-01-2015,5,5,2
795,122,20-01-2015,13,7,3
990,123,21-01-2015,20,22,1
703,124,21-01-2015,10,2,2
1164,125,21-01-2015,11,3,3
923,126,21-01-2015,16,45,3
1134,127,21-01-2015,18,91,1
1342,128,21-01-2015,11,41,2
504,129,22-01-2015,2,39,1
944,130,22-01-2015,1,56,3
126,131,22-01-2015,4,59,3
1260,132,22-01-2015,11,67,3
1394,133,22-01-2015,9,29,3
344,134,22-01-2015,6,37,2
1132,135,22-01-2015,4,38,1
1153,136,22-01-2015,15,36,3
358,137,22-01-2015,15,66,1
894,138,22-01-2015,8,61,2
600,139,23-01-2015,8,2,3
167,140,23-01-2015,17,78,1
1039,141,23-01-2015,11,14,3
351,142,23-01-2015,17,88,1
1062,143,23-01-2015,14,16,1
771,144,23-01-2015,9,49,3
141,145,23-01-2015,5,69,3
289,146,23-01-2015,17,16,1
140,147,23-01-2015,8,68,3
769,148,23-01-2015,3,69,2
451,149,23-01-2015,8,73,1
839,150,24-01-2015,2,45,3
1161,151,24-01-2015,18,77,2
645,152,24-01-2015,10,93,2
195,153,24-01-2015,17,50,3
256,154,24-01-2015,20,14,1
264,155,24-01-2015,1,52,3
643,156,24-01-2015,19,6,3
1177,157,24-01-2015,9,56,2
98,158,24-01-2015,14,37,3
254,159,25-01-2015,9,90,3
836,160,25-01-2015,4,65,1
318,161,25-01-2015,18,58,2
947,162,25-01-2015,9,24,2
720,163,25-01-2015,17,41,2
808,164,25-01-2015,13,50,2
12,165,25-01-2015,4,93,3
144,166,25-01-2015,16,82,3
112,167,25-01-2015,8,13,3
187,168,26-01-2015,13,42,1
527,169,26-01-2015,8,90,2
1124,170,26-01-2015,12,14,1
716,171,26-01-2015,7,9,1
911,172,26-01-2015,15,27,2
884,173,27-01-2015,17,92,2
1307,174,27-01-2015,19,38,1
1285,175,27-01-2015,20,87,3
337,176,27-01-2015,6,1,1
1146,177,27-01-2015,20,67,2
1075,178,27-01-2015,2,52,3
1219,179,27-01-2015,20,68,1
159,180,27-01-2015,19,56,2
1370,181,27-01-2015,13,81,3
681,182,27-01-2015,5,72,2
1325,183,27-01-2015,9,16,2
1344,184,28-01-2015,5,51,2
786,185,28-01-2015,2,24,1
677,186,28-01-2015,6,35,1
158,187,28-01-2015,20,11,3
700,188,28-01-2015,10,3,2
1219,189,29-01-2015,14,64,1
1179,190,29-01-2015,12,6,2
251,191,29-01-2015,17,70,1
167,192,29-01-2015,13,60,2
341,193,30-01-2015,18,68,2
1183,194,30-01-2015,17,62,1
1062,195,30-01-2015,8,36,1
604,196,30-01-2015,12,71,2
1102,197,30-01-2015,12,54,2
1163,198,30-01-2015,13,52,1
1452,199,30-01-2015,20,58,3
297,200,31-01-2015,16,25,2
264,201,31-01-2015,14,27,3
1403,202,31-01-2015,10,5,1
765,203,01-02-2015,18,11,2
1143,204,01-02-2015,15,65,2
1211,205,02-02-2015,1,42,3
1068,206,02-02-2015,18,2,2
879,207,02-02-2015,7,53,1
431,208,02-02-2015,4,8,1
1051,209,02-02-2015,2,63,1
53,210,02-02-2015,1,3,3
991,211,02-02-2015,17,75,3
1137,212,02-02-2015,3,36,2
358,213,03-02-2015,3,33,3
77,214,03-02-2015,14,58,3
1151,215,03-02-2015,5,39,1
679,216,03-02-2015,3,54,2
794,217,03-02-2015,19,81,1
1334,218,03-02-2015,17,94,2
1417,219,04-02-2015,1,2,3
680,220,04-02-2015,12,36,2
773,221,04-02-2015,1,53,3
973,222,05-02-2015,10,22,2
1167,223,05-02-2015,1,6,3
25,224,05-02-2015,3,72,1
273,225,05-02-2015,2,9,1
503,226,06-02-2015,8,80,3
372,227,06-02-2015,7,46,1
294,228,06-02-2015,8,71,2
1438,229,06-02-2015,15,30,2
1214,230,07-02-2015,4,39,2
1439,231,08-02-2015,3,36,1
226,232,08-02-2015,10,29,1
321,233,08-02-2015,9,64,1
280,234,08-02-2015,13,58,1
191,235,08-02-2015,1,5,1
989,236,08-02-2015,20,74,3
579,237,08-02-2015,7,33,2
1116,238,09-02-2015,4,36,3
26,239,09-02-2015,17,34,3
148,240,09-02-2015,3,67,1
703,241,09-02-2015,20,93,1
93,242,09-02-2015,2,69,2
543,243,09-02-2015,7,53,2
943,244,10-02-2015,16,40,1
72,245,10-02-2015,19,15,3
606,246,10-02-2015,16,92,1
536,247,10-02-2015,16,39,1
512,248,10-02-2015,16,19,2
1215,249,10-02-2015,5,49,3
1375,250,10-02-2015,14,50,2
1272,251,10-02-2015,14,66,1
406,252,11-02-2015,14,30,1
823,253,11-02-2015,5,12,3
552,254,11-02-2015,7,31,1
104,255,11-02-2015,11,78,3
394,256,11-02-2015,9,42,1
1115,257,11-02-2015,20,65,2
373,258,11-02-2015,6,61,2
796,259,11-02-2015,5,89,2
900,260,11-02-2015,14,47,2
610,261,11-02-2015,17,38,2
743,262,12-02-2015,12,19,2
809,263,12-02-2015,12,37,2
715,264,12-02-2015,13,55,2
18,265,12-02-2015,14,2,2
6,266,12-02-2015,8,91,1
267,267,12-02-2015,10,55,1
202,268,12-02-2015,5,55,2
293,269,13-02-2015,7,49,3
982,270,13-02-2015,8,81,2
164,271,13-02-2015,10,86,2
825,272,13-02-2015,9,38,2
531,273,13-02-2015,12,58,3
96,274,13-02-2015,5,49,1
739,275,13-02-2015,8,72,3
1174,276,13-02-2015,19,91,2
1104,277,13-02-2015,12,75,2
181,278,13-02-2015,1,84,1
689,279,14-02-2015,6,51,3
517,280,14-02-2015,5,5,2
819,281,14-02-2015,14,44,1
247,282,14-02-2015,20,6,2
1456,283,14-02-2015,3,61,2
1311,284,14-02-2015,15,17,3
418,285,14-02-2015,7,44,2
857,286,15-02-2015,13,93,1
48,287,15-02-2015,18,21,3
888,288,15-02-2015,16,48,2
278,289,15-02-2015,10,40,2
1373,290,15-02-2015,11,9,1
902,291,15-02-2015,10,12,1
900,292,15-02-2015,8,90,3
860,293,15-02-2015,12,38,2
230,294,16-02-2015,19,63,3
1035,295,16-02-2015,18,51,2
155,296,16-02-2015,16,70,3
555,297,16-02-2015,18,61,2
390,298,16-02-2015,12,14,1
1206,299,16-02-2015,4,4,2
989,300,16-02-2015,20,80,3
735,301,16-02-2015,20,33,1
1418,302,17-02-2015,17,65,2
482,303,17-02-2015,16,35,3
55,304,17-02-2015,8,67,1
1436,305,17-02-2015,4,47,2
1211,306,17-02-2015,10,87,3
681,307,17-02-2015,19,77,1
877,308,17-02-2015,12,27,3
868,309,17-02-2015,12,60,1
1149,310,18-02-2015,5,79,2
976,311,18-02-2015,17,4,3
52,312,18-02-2015,7,15,2
1244,313,18-02-2015,5,61,1
127,314,18-02-2015,15,38,1
587,315,19-02-2015,20,75,3
181,316,19-02-2015,9,34,1
681,317,19-02-2015,13,94,1
445,318,19-02-2015,15,69,3
478,319,19-02-2015,3,9,2
1102,320,19-02-2015,3,43,1
878,321,20-02-2015,18,21,3
1281,322,20-02-2015,18,18,1
1204,323,20-02-2015,15,73,2
453,324,20-02-2015,12,18,1
990,325,20-02-2015,18,23,1
199,326,20-02-2015,18,67,2
409,327,20-02-2015,1,34,1
1423,328,20-02-2015,9,8,2
979,329,20-02-2015,10,84,3
1043,330,20-02-2015,14,61,2
154,331,20-02-2015,10,91,1
1201,332,20-02-2015,5,55,1
1124,333,21-02-2015,18,12,1
808,334,21-02-2015,4,8,2
284,335,21-02-2015,12,63,3
367,336,21-02-2015,6,43,3
1188,337,21-02-2015,8,18,1
984,338,21-02-2015,5,62,3
71,339,21-02-2015,7,14,2
820,340,21-02-2015,17,36,3
890,341,21-02-2015,19,29,3
58,342,21-02-2015,4,8,2
370,343,21-02-2015,3,18,1
743,344,22-02-2015,12,69,1
1154,345,22-02-2015,20,42,1
93,346,22-02-2015,5,84,1
88,347,22-02-2015,8,85,2
801,348,22-02-2015,2,24,1
1456,349,22-02-2015,7,81,1
173,350,22-02-2015,20,54,3
551,351,22-02-2015,8,5,1
507,352,23-02-2015,2,3,1
552,353,23-02-2015,5,39,1
1129,354,23-02-2015,16,34,1
1321,355,23-02-2015,5,76,2
616,356,24-02-2015,16,28,3
1113,357,24-02-2015,11,61,1
1113,358,24-02-2015,13,42,1
288,359,24-02-2015,9,46,1
383,360,24-02-2015,6,24,3
386,361,24-02-2015,7,72,2
118,362,24-02-2015,2,21,3
1253,363,24-02-2015,12,88,2
324,364,24-02-2015,20,25,1
519,365,24-02-2015,16,2,2
638,366,24-02-2015,4,16,3
443,367,24-02-2015,15,61,3
543,368,25-02-2015,3,89,2
637,369,25-02-2015,7,38,3
1317,370,25-02-2015,6,3,1
702,371,25-02-2015,17,64,2
1448,372,26-02-2015,9,67,2
138,373,26-02-2015,6,27,3
27,374,26-02-2015,9,17,3
907,375,26-02-2015,4,63,2
1078,376,26-02-2015,10,52,2
847,377,27-02-2015,16,9,1
994,378,27-02-2015,5,41,3
494,379,27-02-2015,2,4,3
940,380,27-02-2015,9,65,2
861,381,27-02-2015,16,90,1
364,382,27-02-2015,8,70,1
1207,383,27-02-2015,20,47,1
28,384,27-02-2015,9,87,1
906,385,27-02-2015,15,45,3
80,386,27-02-2015,6,7,1
100,387,27-02-2015,20,33,3
415,388,27-02-2015,20,62,3
889,389,28-02-2015,8,16,1
658,390,28-02-2015,14,64,2
20,391,28-02-2015,7,74,1
329,392,28-02-2015,2,90,3
387,393,28-02-2015,8,22,3
1205,394,28-02-2015,4,36,3
916,395,28-02-2015,9,26,2
1272,396,28-02-2015,8,22,3
135,397,01-03-2015,8,55,1
224,398,01-03-2015,4,60,3
767,399,01-03-2015,12,13,2
549,400,01-03-2015,11,7,2
1228,401,01-03-2015,7,94,1
178,402,01-03-2015,16,93,1
828,403,01-03-2015,13,76,2
1427,404,02-03-2015,9,35,1
775,405,02-03-2015,2,73,1
1345,406,02-03-2015,20,57,2
1195,407,02-03-2015,9,6,1
1280,408,02-03-2015,13,51,3
597,409,02-03-2015,13,56,1
1203,410,02-03-2015,15,32,3
339,411,03-03-2015,16,30,1
1063,412,03-03-2015,17,29,1
1299,413,03-03-2015,11,49,3
553,414,03-03-2015,9,46,2
256,415,03-03-2015,11,76,1
1143,416,03-03-2015,15,59,3
109,417,03-03-2015,8,16,1
773,418,03-03-2015,14,5,1
1452,419,03-03-2015,11,12,1
449,420,03-03-2015,19,93,2
246,421,03-03-2015,19,48,3
749,422,04-03-2015,13,75,2
894,423,04-03-2015,4,22,1
255,424,04-03-2015,8,15,3
1411,425,04-03-2015,14,45,1
192,426,04-03-2015,7,76,3
318,427,04-03-2015,1,87,2
124,428,05-03-2015,14,23,2
520,429,05-03-2015,9,83,3
472,430,05-03-2015,6,67,3
624,431,05-03-2015,17,87,2
417,432,06-03-2015,19,36,1
644,433,06-03-2015,1,88,2
1176,434,06-03-2015,11,36,2
1054,435,06-03-2015,8,25,2
737,436,06-03-2015,13,44,3
1007,437,06-03-2015,1,78,3
448,438,06-03-2015,7,30,3
944,439,06-03-2015,5,78,2
1124,440,07-03-2015,20,54,3
1291,441,07-03-2015,6,19,3
388,442,07-03-2015,16,30,2
1142,443,07-03-2015,18,29,3
1072,444,07-03-2015,10,3,3
690,445,07-03-2015,3,67,1
1268,446,08-03-2015,18,44,2
18,447,08-03-2015,11,10,3
158,448,08-03-2015,8,85,1
654,449,08-03-2015,11,61,2
48,450,08-03-2015,14,53,1
1384,451,08-03-2015,5,4,3
428,452,09-03-2015,12,55,2
417,453,09-03-2015,7,41,3
576,454,09-03-2015,20,10,2
216,455,09-03-2015,2,59,3
283,456,10-03-2015,5,73,2
259,457,10-03-2015,2,90,1
759,458,10-03-2015,20,22,2
753,459,11-03-2015,17,80,2
552,460,11-03-2015,4,15,1
1456,461,11-03-2015,8,53,1
149,462,11-03-2015,20,18,3
814,463,11-03-2015,19,2,2
991,464,12-03-2015,19,83,3
1012,465,12-03-2015,1,15,2
1442,466,12-03-2015,8,6,2
240,467,12-03-2015,18,48,3
133,468,13-03-2015,1,14,2
55,469,13-03-2015,11,47,3
698,470,13-03-2015,6,46,2
423,471,13-03-2015,12,73,2
1211,472,13-03-2015,19,77,3
1272,473,13-03-2015,11,81,3
1006,474,14-03-2015,8,19,2
1360,475,14-03-2015,13,91,2
1158,476,14-03-2015,4,89,1
765,477,14-03-2015,2,14,2
737,478,14-03-2015,9,25,1
773,479,14-03-2015,8,80,1
714,480,14-03-2015,16,24,2
1434,481,14-03-2015,7,28,3
257,482,14-03-2015,6,83,3
404,483,14-03-2015,3,42,1
134,484,15-03-2015,20,10,1
78,485,15-03-2015,14,69,3
77,486,15-03-2015,13,37,2
800,487,15-03-2015,5,73,1
624,488,15-03-2015,8,1,1
526,489,15-03-2015,2,26,1
981,490,15-03-2015,16,83,3
102,491,15-03-2015,20,34,1
583,492,15-03-2015,13,1,1
949,493,16-03-2015,19,94,1
583,494,16-03-2015,10,11,3
944,495,16-03-2015,13,8,2
918,496,16-03-2015,20,38,1
497,497,16-03-2015,13,44,1
240,498,17-03-2015,20,25,1
1377,499,17-03-2015,18,73,1
478,500,18-03-2015,12,12,1
795,501,18-03-2015,15,22,1
17,502,18-03-2015,10,17,1
517,503,18-03-2015,7,33,2
725,504,18-03-2015,7,53,1
424,505,18-03-2015,10,40,2
70,506,19-03-2015,12,46,1
46,507,19-03-2015,13,25,2
521,508,19-03-2015,15,83,2
1375,509,19-03-2015,17,61,1
739,510,19-03-2015,17,68,1
569,511,19-03-2015,19,48,1
832,512,19-03-2015,2,66,2
74,513,19-03-2015,7,45,1
498,514,19-03-2015,11,80,3
600,515,19-03-2015,9,5,3
563,516,20-03-2015,7,33,3
1438,517,20-03-2015,8,52,2
162,518,20-03-2015,3,60,1
1173,519,20-03-2015,4,64,3
1041,520,20-03-2015,6,36,1
1436,521,20-03-2015,10,40,2
127,522,20-03-2015,2,70,3
355,523,21-03-2015,8,83,2
1178,524,21-03-2015,3,69,1
1091,525,21-03-2015,2,64,3
286,526,21-03-2015,9,58,2
921,527,21-03-2015,13,86,1
285,528,21-03-2015,4,41,2
913,529,22-03-2015,9,92,3
157,530,22-03-2015,5,68,1
1385,531,22-03-2015,3,75,3
225,532,22-03-2015,13,33,3
899,533,22-03-2015,10,75,3
327,534,22-03-2015,1,64,3
515,535,22-03-2015,8,78,3
198,536,23-03-2015,7,3,3
1342,537,23-03-2015,16,60,2
1136,538,23-03-2015,5,61,3
1230,539,23-03-2015,5,69,1
1227,540,23-03-2015,10,68,3
1235,541,23-03-2015,1,63,3
623,542,23-03-2015,8,92,3
1336,543,24-03-2015,8,4,2
332,544,24-03-2015,15,74,3
1151,545,24-03-2015,18,68,3
88,546,24-03-2015,9,47,3
976,547,24-03-2015,10,39,1
951,548,25-03-2015,19,94,2
513,549,25-03-2015,5,6,2
38,550,25-03-2015,10,63,2
963,551,25-03-2015,4,41,1
353,552,25-03-2015,9,65,3
594,553,25-03-2015,9,91,3
1314,554,25-03-2015,13,43,1
1025,555,25-03-2015,16,7,2
1387,556,25-03-2015,17,74,2
1347,557,25-03-2015,15,26,2
59,558,25-03-2015,2,45,2
1055,559,26-03-2015,6,61,3
34,560,26-03-2015,2,73,1
887,561,26-03-2015,20,93,2
1332,562,26-03-2015,5,19,3
56,563,26-03-2015,2,81,2
24,564,26-03-2015,18,40,1
846,565,27-03-2015,3,52,3
1060,566,27-03-2015,8,29,1
209,567,27-03-2015,19,4,3
298,568,27-03-2015,18,20,1
656,569,27-03-2015,18,28,1
1432,570,28-03-2015,10,58,3
1091,571,28-03-2015,18,36,3
141,572,28-03-2015,5,44,1
621,573,28-03-2015,2,5,1
1443,574,28-03-2015,7,67,1
80,575,28-03-2015,20,84,2
133,576,28-03-2015,7,43,2
1127,577,29-03-2015,7,49,3
1433,578,29-03-2015,13,52,1
759,579,29-03-2015,18,2,2
740,580,29-03-2015,16,78,3
548,581,29-03-2015,18,52,1
1157,582,30-03-2015,5,53,2
327,583,30-03-2015,8,70,3
97,584,30-03-2015,2,21,3
1259,585,30-03-2015,3,9,1
1334,586,30-03-2015,2,39,2
592,587,30-03-2015,18,71,3
1153,588,31-03-2015,7,11,1
183,589,31-03-2015,11,7,3
143,590,31-03-2015,8,22,1
66,591,31-03-2015,1,12,2
517,592,31-03-2015,1,84,1
1354,593,31-03-2015,2,61,3
901,594,31-03-2015,20,83,1
704,595,31-03-2015,6,31,1
156,596,01-04-2015,4,73,2
1171,597,01-04-2015,4,37,2
288,598,01-04-2015,20,64,2
178,599,01-04-2015,14,88,2
272,600,01-04-2015,6,44,2
212,601,01-04-2015,3,56,3
336,602,01-04-2015,8,43,1
55,603,02-04-2015,5,58,3
1069,604,02-04-2015,18,20,3
18,605,02-04-2015,17,31,2
623,606,02-04-2015,3,49,3
290,607,02-04-2015,9,5,3
247,608,02-04-2015,6,47,1
758,609,03-04-2015,10,85,3
948,610,03-04-2015,7,51,2
133,611,03-04-2015,11,12,2
193,612,03-04-2015,7,63,1
360,613,03-04-2015,4,82,1
1035,614,03-04-2015,2,3,2
1130,615,03-04-2015,3,24,1
1293,616,03-04-2015,17,16,3
1226,617,03-04-2015,10,43,1
73,618,03-04-2015,14,20,2
397,619,04-04-2015,19,51,2
699,620,04-04-2015,14,28,2
401,621,04-04-2015,20,80,2
413,622,04-04-2015,18,42,3
580,623,04-04-2015,20,34,3
250,624,05-04-2015,8,55,1
1331,625,05-04-2015,9,62,1
1271,626,05-04-2015,5,38,1
56,627,05-04-2015,5,17,1
356,628,05-04-2015,5,17,3
140,629,05-04-2015,13,31,3
925,630,06-04-2015,16,18,3
1320,631,06-04-2015,9,29,3
380,632,06-04-2015,14,25,2
626,633,06-04-2015,8,1,3
504,634,06-04-2015,5,90,2
190,635,06-04-2015,15,66,1
641,636,06-04-2015,5,78,3
541,637,06-04-2015,4,32,2
459,638,07-04-2015,9,23,1
539,639,07-04-2015,13,3,1
947,640,07-04-2015,11,72,3
9,641,07-04-2015,16,42,2
1418,642,07-04-2015,12,50,3
1379,643,07-04-2015,11,25,2
615,644,08-04-2015,2,93,3
287,645,08-04-2015,18,88,2
1346,646,08-04-2015,15,91,3
411,647,08-04-2015,20,20,1
1334,648,08-04-2015,10,38,3
1186,649,08-04-2015,18,44,2
869,650,09-04-2015,5,41,3
999,651,09-04-2015,3,31,3
535,652,09-04-2015,10,6,1
480,653,09-04-2015,7,23,1
599,654,09-04-2015,16,60,2
996,655,09-04-2015,4,13,3
627,656,10-04-2015,6,91,2
792,657,10-04-2015,13,72,1
1072,658,10-04-2015,4,31,1
881,659,10-04-2015,18,50,2
118,660,10-04-2015,2,28,1
451,661,10-04-2015,20,22,2
320,662,10-04-2015,9,84,3
1046,663,10-04-2015,12,32,2
847,664,10-04-2015,2,20,2
70,665,11-04-2015,2,74,3
1412,666,11-04-2015,17,73,3
104,667,11-04-2015,6,15,2
836,668,11-04-2015,16,31,2
706,669,11-04-2015,5,34,1
927,670,11-04-2015,7,94,1
274,671,12-04-2015,8,69,2
1331,672,12-04-2015,11,82,3
1126,673,12-04-2015,3,66,2
177,674,12-04-2015,9,7,1
78,675,12-04-2015,4,75,3
840,676,12-04-2015,11,30,1
1099,677,13-04-2015,17,15,1
648,678,13-04-2015,7,53,2
611,679,13-04-2015,14,40,3
342,680,13-04-2015,10,37,2
162,681,13-04-2015,20,78,1
449,682,14-04-2015,12,19,3
1307,683,14-04-2015,7,92,2
1167,684,14-04-2015,13,45,1
1356,685,14-04-2015,18,91,1
168,686,14-04-2015,2,58,2
144,687,14-04-2015,15,64,2
824,688,14-04-2015,8,11,3
83,689,15-04-2015,12,7,2
647,690,15-04-2015,10,86,2
618,691,15-04-2015,4,60,1
401,692,15-04-2015,16,79,3
819,693,15-04-2015,1,2,3
628,694,15-04-2015,6,39,2
1175,695,15-04-2015,1,33,2
1080,696,15-04-2015,7,76,1
1243,697,15-04-2015,14,28,3
943,698,16-04-2015,6,7,3
824,699,16-04-2015,12,60,2
1267,700,16-04-2015,14,23,3
1427,701,16-04-2015,19,49,1
389,702,16-04-2015,8,19,2
509,703,16-04-2015,13,8,1
357,704,16-04-2015,15,63,2
858,705,16-04-2015,16,10,1
906,706,17-04-2015,5,39,3
582,707,17-04-2015,18,68,1
1151,708,17-04-2015,7,1,3
902,709,17-04-2015,11,84,1
530,710,17-04-2015,13,93,2
951,711,18-04-2015,11,59,2
1131,712,18-04-2015,17,25,1
211,713,18-04-2015,18,63,1
484,714,18-04-2015,2,22,3
90,715,18-04-2015,19,56,3
385,716,18-04-2015,20,82,2
1184,717,19-04-2015,12,52,3
824,718,19-04-2015,20,78,2
1114,719,19-04-2015,11,75,2
426,720,19-04-2015,15,92,3
1269,721,19-04-2015,17,45,1
721,722,19-04-2015,12,89,1
993,723,19-04-2015,9,63,2
452,724,19-04-2015,20,30,2
1176,725,19-04-2015,4,66,3
386,726,20-04-2015,8,90,1
1233,727,20-04-2015,18,5,2
309,728,20-04-2015,6,7,1
280,729,20-04-2015,8,76,2
1045,730,20-04-2015,5,51,3
997,731,21-04-2015,1,70,3
1238,732,21-04-2015,9,14,2
755,733,21-04-2015,18,71,2
399,734,21-04-2015,20,52,3
1297,735,21-04-2015,11,48,1
59,736,21-04-2015,7,10,1
1336,737,21-04-2015,10,25,3
1314,738,22-04-2015,8,35,3
692,739,22-04-2015,1,30,1
652,740,22-04-2015,1,90,2
267,741,22-04-2015,11,86,2
1149,742,22-04-2015,20,75,1
819,743,22-04-2015,6,36,3
733,744,22-04-2015,20,87,3
384,745,22-04-2015,14,16,3
18,746,22-04-2015,17,80,1
1202,747,22-04-2015,1,31,3
489,748,23-04-2015,12,9,2
409,749,23-04-2015,9,91,1
608,750,23-04-2015,1,84,1
1161,751,23-04-2015,4,14,1
96,752,23-04-2015,7,5,1
699,753,23-04-2015,10,71,2
794,754,23-04-2015,13,78,3
347,755,23-04-2015,1,18,1
3,756,23-04-2015,15,68,2
85,757,24-04-2015,8,55,3
1192,758,24-04-2015,13,68,3
144,759,25-04-2015,17,84,2
1172,760,25-04-2015,19,29,3
667,761,25-04-2015,4,71,3
93,762,26-04-2015,7,65,2
1212,763,26-04-2015,11,52,1
139,764,26-04-2015,5,73,3
605,765,26-04-2015,10,26,1
124,766,26-04-2015,8,8,2
477,767,26-04-2015,7,32,3
1018,768,27-04-2015,8,73,1
985,769,27-04-2015,2,81,3
400,770,27-04-2015,10,48,1
535,771,27-04-2015,10,88,3
1270,772,27-04-2015,11,45,2
224,773,27-04-2015,14,9,1
1272,774,27-04-2015,11,37,3
1004,775,28-04-2015,16,63,3
347,776,28-04-2015,7,6,2
381,777,28-04-2015,20,85,2
1013,778,28-04-2015,9,60,2
1324,779,28-04-2015,15,63,1
717,780,28-04-2015,13,77,1
707,781,28-04-2015,14,81,2
431,782,28-04-2015,10,75,3
214,783,28-04-2015,7,67,3
204,784,29-04-2015,12,53,3
353,785,29-04-2015,14,46,1
595,786,29-04-2015,12,25,3
1145,787,29-04-2015,15,76,2
589,788,29-04-2015,20,94,1
268,789,29-04-2015,17,42,2
1230,790,29-04-2015,17,50,3
950,791,29-04-2015,16,47,2
1102,792,29-04-2015,18,8,1
203,793,29-04-2015,6,48,3
352,794,30-04-2015,11,76,3
176,795,30-04-2015,14,58,2
422,796,30-04-2015,6,47,1
492,797,30-04-2015,18,9,1
101,798,01-05-2015,7,41,3
365,799,01-05-2015,3,91,1
628,800,01-05-2015,5,70,3
304,801,01-05-2015,9,42,2
569,802,01-05-2015,19,19,3
73,803,01-05-2015,18,1,3
592,804,02-05-2015,2,37,1
488,805,02-05-2015,8,93,1
655,806,02-05-2015,11,77,1
